r v real_class
0.819 0.276 CL
0.598 1.608 RIN
0.925 0.048 CL
0.731 1.456 CL
1.014 0.922 IN
0.314 1.016 CL
0.538 0.313 CL
0.647 0.4 RIN
0.442 1.648 RIN
0.152 1.154 RIN
0.808 0.278 RIN
1.188 0.234 BS
1.267 0.075 BS
0.643 1.319 RIN
0.902 0.298 CL
0.86 0.424 CL
0.929 0.489 BS
0.746 1.255 CL
0.881 1.2 RIN
0.808 0.158 CL
0.56 0.057 RIN
0.336 1.13 RIN
0.14 0.436 RIN
1.067 0.207 BS
0.689 1.196 RIN
0.634 1.246 RIN
0.529 0.811 BS
0.855 0.738 CL
0.588 2.032 RIN
0.324 1.054 CL
0.29 1.329 RIN
1.179 1.131 BS
0.95 0.306 BS
0.861 0.196 CL
0.469 0.395 CL
0.445 1.273 RIN
0.254 1.916 CL
0.896 0.643 IN
0.195 0.536 CL
1.18 0.863 IN
1.122 0.052 BS
1.009 0.591 BS
1.278 0.666 BS
0.917 1.405 RIN
1.066 0.862 BS
0.386 0.649 RIN
0.486 0.07 RIN
0.273 2.202 RIN
0.774 0.269 CL
0.265 0.479 RIN
0.164 0.51 CL
1.126 0.003 BS
0.337 0.367 BS
0.447 0.266 RIN
0.711 0.67 CL
0.014 0.453 CL
0.585 1.208 RIN
0.826 0.915 RIN
0.684 0.024 CL
0.763 0.319 RIN
1.183 0.515 IN
0.21 0.597 RIN
0.65 1.714 RIN
0.184 1.276 RIN
0.719 0.674 BS
1.305 0.34 BS
1.094 1.139 IN
0.471 0.966 CL
0.699 0.498 RIN
0.745 0.485 RIN
0.292 0.695 CL
0.983 1.083 IN
0.688 0.981 RIN
0.575 0.292 CL
0.073 1.373 CL
0.617 0.812 CL
0.905 1.281 IN
0.601 1.011 RIN
0.334 1.244 IN
0.705 1.675 RIN
0.642 0.161 BS
0.376 2.091 RIN
0.541 1.93 RIN
0.73 0.658 CL
0.576 0.628 CL
1.048 0.845 BS
1.19 1.044 BS
0.661 1.672 RIN
0.434 0.827 RIN
0.928 0.15 IN
1.122 0.039 BS
1.18 0.978 CL
1.141 0.198 BS
1.072 1.223 IN
0.713 1.326 RIN
0.408 1.017 RIN
0.748 1.764 RIN
0.535 0.07 CL
1.287 0.56 BS
0.653 0.13 CL
0.717 0.652 BS
1.096 0.55 BS
0.485 0.733 RIN
1.302 0.803 IN
0.739 0.27 CL
0.507 0.115 CL
0.831 0.55 BS
1.212 0.403 BS
0.211 0.001 BS
0.663 0.958 CL
0.191 1.927 RIN
1.041 0.211 BS
1.04 1.418 BS
0.726 1.196 RIN
0.114 2.262 CL
0.24 1.928 RIN
0.657 1.397 BS
0.357 1.294 CL
0.506 1.36 RIN
0.54 1.147 RIN
0.792 0.407 RIN
1.317 0.093 BS
0.638 0.898 IN
0.759 1.071 CL
0.234 1.865 CL
0.276 0.262 CL
0.82 0.345 CL
0.292 0.643 RIN
0.849 0.8 RIN
1.172 0.571 BS
1.05 1.001 BS
0.723 1.13 IN
0.316 1.14 CL
0.131 0.989 CL
0.301 0.417 CL
0.47 0.269 RIN
0.226 0.079 RIN
0.961 0.315 IN
0.455 0.226 RIN
0.575 0.41 RIN
1.224 0.208 BS
1.077 1.148 BS
0.69 0.281 CL
1.039 1.619 IN
1.083 0.657 IN
0.716 1.523 RIN
0.98 0.319 BS
0.453 1.143 RIN
0.399 0.842 RIN
0.894 0.896 RIN
0.893 1.82 RIN
0.96 0.202 BS
0.73 0.088 BS
0.511 1.146 IN
0.575 0.278 CL
0.4 1.491 RIN
0.274 0.445 CL
0.363 1.806 RIN
0.209 1.516 CL
0.196 0.653 CL
0.05 0.136 CL
0.347 1.448 RIN
0.359 1.126 RIN
0.354 0.441 CL
0.737 0.196 RIN
0.773 0.08 BS
0.979 0.142 CL
0.568 0.017 RIN
0.405 1.047 CL
1.076 1.506 IN
0.568 0.48 RIN
1.164 0.806 IN
1.032 0.911 IN
0.884 0.942 RIN
1.106 0.343 BS
0.479 1.339 RIN
0.331 0.661 CL
0.85 1.288 IN
1.268 0.568 BS
0.638 0.098 CL
0.978 0.381 BS
1.279 0.94 BS
0.366 0.318 CL
1.216 0.139 IN
0.373 1.048 RIN
0.718 0.118 CL
0.908 0.922 RIN
0.314 0.145 RIN
1.022 0.244 BS
0.531 0.777 BS
1.01 0.315 BS
0.333 0.451 RIN
0.415 0.682 CL
0.517 0.779 BS
0.615 1.192 RIN
1.225 0.73 BS
0.995 0.622 BS
0.573 1.577 RIN
0.836 1.095 BS
0.124 0.337 CL
1.033 1.301 BS
0.462 1.546 RIN
0.39 0.445 CL
0.837 0.72 CL
0.766 1.101 CL
0.845 0.032 IN
0.742 0.621 RIN
0.395 1.239 RIN
0.074 0.07 CL
0 0 CL
0.357 1.045 IN
0.513 1.12 IN
1.415 0.949 BS
1.277 0.575 BS
1.37 0.471 BS
1.547 0.823 BS
1.433 0.707 BS
1.079 1.079 IN
0.139 0.224 BS
0.672 0.582 BS
0.632 0.647 BS
0.706 0.432 BS
0.89 0.542 BS
1.541 0.956 BS
1.347 1.222 CL
1.369 1.256 BS
1.019 0.777 IN
0.429 0.403 CL
1.681 0.031 IN
1.333 0.751 BS
1.266 0.814 BS
1.031 0.673 BS
1.57 0.581 BS
1.368 0.767 BS
2.599 2.812 ITL
2.276 0.227 IN
2.843 1.982 ITL
1.31 0.125 IN
2.822 0.124 IN
2.558 1.074 ITL
2.112 0.119 IN
2.902 0.095 ITL
2.779 0.821 ITL
2.803 1.13 ITL
1.869 2.957 ITL
2.312 1.777 ITL
2.239 2.727 ITL
2.937 2.779 ITL
2.466 0.636 ITL
1.038 0.38 IN
2.808 2.697 ITL
1.849 1.131 ITL
2.635 1.605 ITL
2.675 2.937 ITL
1.794 1.746 ITL
2.49 2.924 ITL
2.921 2.851 ITL
1.675 2.371 ITL
2.636 1.163 ITL
1.146 1.68 ITL
1.035 1.378 ITL
3 2.054 ITL
2.184 2.882 ITL
1.751 0.013 ITL
2.089 0.061 ITL
0.794 0.252 IN
2.662 1.58 ITL
2.64 2.222 ITL
2.663 0.198 ITL
2.694 0.218 ITL
1.092 0.134 ITL
1.948 1.193 ITL
2.599 0.169 ITL
0.907 0.281 IN
0.996 2.614 ITL
2.661 1.728 ITL
1.384 0.24 IN
1.964 1.493 ITL
2.324 0.08 IN
1.507 0.164 IN
1.526 0.111 IN
2.869 1.487 ITL
2.808 1.335 ITL
2.544 1.268 ITL
1.943 0.4 IN
2.463 0.375 ITL
2.869 0.289 ITL
2.596 1.161 ITL
2.851 1.198 ITL
2.555 0.213 ITL
1.02 2.216 ITL
2.37 0.001 IN
1.778 1.685 ITL
2.558 1.758 ITL
2.538 1.664 ITL
1.775 2.957 ITL
1.818 2.999 ITL
1.987 1.189 ITL
2.19 1.363 ITL
1.623 1.511 ITL
2.487 0.15 IN
2.482 0.123 IN
2.795 0.18 ITL
2.942 0.399 ITL
2.84 1.444 ITL
2.828 1.362 ITL
2.532 1.242 ITL
2.517 1.163 ITL
2.209 0.349 ITL
1.848 0.122 ITL
1.941 0.121 ITL
1.919 0.308 IN
1.839 0.37 IN
2.869 0.103 ITL
2.804 0.021 ITL
2.798 0.12 IN
2.672 0.093 IN
2.748 0.017 IN
2.662 1.657 ITL
2.928 0.815 ITL
2.967 0.944 ITL
2.788 0.936 ITL
2.932 1.785 ITL
2.078 0.146 IN
1.981 0.244 IN
2.687 1.963 ITL
2.978 1.927 ITL
2.972 1.995 ITL
2.317 0.093 IN
2.645 0.154 IN
2.797 0.154 ITL
2.801 0.127 ITL
2.848 0.025 ITL
2.655 0.081 IN
2.63 1.138 ITL
2.72 0.988 ITL
2.296 0.134 IN
1.903 0.08 IN
2.342 0.072 IN
1.651 0.267 IN
1.707 0.128 IN
1.638 0.026 IN
1.574 0.109 IN
1.648 0.081 IN
2.995 1.201 ITL
2.799 1.293 ITL
2.841 1.155 ITL
2.933 1.133 ITL
2.963 1.27 ITL
2.858 1.168 ITL
2.828 1.252 ITL
2.689 1.277 ITL
2.461 1.322 ITL
2.919 0.125 ITL
2.727 0.545 ITL
2.692 0.467 ITL
2.984 1.787 ITL
2.992 0.6 ITL
1.214 0.954 ITL
2.521 2.553 ITL
1.15 1.045 ITL
1.382 0.018 IN
2.687 1.697 ITL
1.573 2.075 ITL
1.453 1.023 ITL
2.598 0.123 IN
1.138 1.756 ITL
2.963 2.672 ITL
0.996 2.332 ITL
1.921 1.475 ITL
2.014 1.604 ITL
2.381 1.855 ITL
2.809 1.624 ITL
2.299 2.178 ITL
0.907 0.844 ITL
2.776 1.641 ITL
2.453 2.274 ITL
1.755 2.139 ITL
2.199 1.708 ITL
0.653 2.455 ITL
2.669 1.369 ITL
2.136 1.513 ITL
2.177 0.156 ITL
1.53 2.709 ITL
2.366 1.895 ITL
1.865 1.834 ITL
2.86 2.536 ITL
2.335 1.653 ITL
2.267 1.547 ITL
2.065 1.48 ITL
2.334 1.477 ITL
2.472 2.641 ITL
2.655 2.874 ITL
2.433 2.385 ITL
1.99 1.745 ITL
1.981 1.686 ITL
1.867 0.149 ITL
0.126 1.255 ITL
1.239 1.557 ITL
2.437 0.419 ITL
2.22 1.86 ITL
1.241 1.907 ITL
2.162 2.819 ITL
2.058 2.686 ITL
2.777 1.766 ITL
1.701 2.25 ITL
1.688 2.123 ITL
0.56 1.303 ITL
0.547 1.098 ITL
2.078 0.543 ITL
1.381 2.435 ITL
2.717 2.035 ITL
2.439 2.035 ITL
0.562 1.587 ITL
1.293 2.349 ITL
2.951 0.139 ITL
1.426 0.203 ITL
2.932 1.5 ITL
1.217 1.422 ITL
1.456 1.444 ITL
1.306 2.82 ITL
2.98 1.995 ITL
2.663 2.257 ITL
2.305 2.227 ITL
2.675 1.356 ITL
2.584 1.97 ITL
2.807 1.051 ITL
2.624 2.598 ITL
2.307 2.798 ITL
2.13 1.773 ITL
2.986 2.254 ITL
1.339 0.651 ITL
0.327 2.772 ITL
2.849 0.462 ITL
1.576 0.033 IN
1.069 1.452 ITL
1.878 2.114 ITL
2.908 2.002 ITL
1.877 2.705 ITL
1.984 1.001 ITL
2.536 1.74 ITL
2.532 1.468 ITL
2.323 1.548 ITL
1.912 2.571 ITL
2.11 2.728 ITL
2.226 2.58 ITL
2.306 2.738 ITL
2.899 2.455 ITL
2.287 0.669 ITL
2.399 0.975 ITL
2.934 1.741 ITL
2.997 1.678 ITL
2.684 1.669 ITL
2.703 1.937 ITL
2.545 1.836 ITL
2.751 2.965 ITL
1.284 0.27 IN
1.506 0.168 IN
1.476 0.123 IN
1.546 0.181 ITL
1.552 0.228 ITL
1.565 0.032 IN
1.597 0.257 IN
1.415 0.183 ITL
2.696 0.009 ITL
2.955 0.242 IN
2.767 0.058 IN
2.984 0.103 IN
2.825 0.124 IN
2.868 0.117 IN
2.982 0.109 IN
2.666 1.427 ITL
2.666 1.59 ITL
2.736 1.911 ITL
1.411 2.342 ITL
1.335 0.415 IN
1.477 0.606 IN
2.43 0.601 IN
2.833 0.441 IN
1.802 0.875 IN
1.326 0.394 IN
1.535 1.967 ITL
2.616 0.503 IN
2.734 0.124 IN
2.119 0.291 IN
2.304 1.853 ITL
1.201 0.512 IN
2.138 2.395 ITL
2.932 0.715 ITL
1.791 0.63 IN
2.012 0.759 IN
1.932 0.317 IN
1.651 0.49 IN
2.508 0.474 IN
2.903 2.18 ITL
1.731 0.05 ITL
2.852 1.065 ITL
2.13 0.265 IN
2.464 0.335 ITL
2.398 0.345 IN
1.673 0.91 IN
2.698 1.791 ITL
2.83 0.144 IN
2.43 0.389 ITL
2.295 0.692 IN
2.097 0.542 IN
1.876 0.542 IN
1.856 0.325 IN
1.709 0.385 IN
2.298 0.127 IN
1.267 1.845 ITL
2.6 0.232 ITL
2.601 2.591 ITL
2.879 0.091 ITL
0.532 0.304 IN
2.548 0.302 IN
2.743 0.036 IN
2.564 0.436 IN
1.463 0.202 IN
1.827 0.131 ITL
2.003 0.049 IN
2.86 0.574 ITL
1.92 0.817 IN
1.314 0.155 IN
2.087 0.152 IN
2.42 0.09 IN
2.28 0.657 ITL
2.267 0.259 ITL
2.404 0.239 ITL
2.359 0.06 IN
2.487 2.078 ITL
2.493 1.316 ITL
2.204 0.207 IN
2.9 1.872 ITL
2.166 2.335 ITL
2.543 0.466 IN
2.362 0.505 IN
2.54 0.738 IN
2.755 0.164 IN
2.999 2.978 ITL
2.107 0.314 IN
2.093 0.303 IN
2.653 0.315 ITL
1.907 0.38 IN
2.382 0.452 IN
2.474 0.518 IN
2.681 1.934 ITL
1.58 0.234 IN
2.473 1.601 ITL
0.997 0.119 IN
1.063 2.382 ITL
1.543 0.386 IN
2.217 0.31 IN
1.532 0.695 IN
1.388 0.565 IN
2.807 2.906 ITL
1.984 1.685 ITL
1.949 0.487 IN
2.035 0.402 IN
2.529 2.223 ITL
1.518 0.542 IN
1.945 0.502 IN
1.693 0.53 IN
1.653 0.681 IN
1.67 0.444 IN
1.632 0.446 IN
2.453 0.708 IN
2.601 0.713 IN
2.529 0.291 IN
2.773 0.273 IN
2.907 0.238 IN
2.861 0.159 IN
1.735 2.451 ITL
1.683 2.522 ITL
2.588 1.993 ITL
2.483 1.979 ITL
2.494 1.866 ITL
2.41 1.948 ITL
2.581 1.865 ITL
1.863 0.375 IN
1.888 0.366 IN
1.333 0.646 IN
1.331 0.575 IN
1.438 0.666 IN
1.971 0.428 IN
2.07 0.428 IN
2.993 0.073 IN
2.287 0.062 ITL
2.365 0.15 ITL
2.829 0.449 IN
2.662 0.542 IN
2.118 1.49 ITL
2.195 1.77 ITL
2.159 1.633 ITL
2.299 1.58 ITL
2.028 1.535 ITL
2.101 1.62 ITL
2.209 1.726 ITL
2.28 1.619 ITL
0.896 0.45 IN
0.799 0.634 IN
0.637 0.52 IN
2.72 0.414 ITL
2.393 0.051 IN
2.997 0.049 ITL
2.618 0.052 ITL
2.801 0.173 ITL
2.272 0.19 IN
2.284 0.449 IN
2.472 0.46 IN
2.777 0.3 IN
2.622 0.613 IN
2.999 0.453 IN
2.86 0.134 IN
2.572 0.625 IN
2.583 0.345 IN
1.508 0.431 IN
2.5 0.801 IN
1.52 0.48 IN
2.192 0.111 IN
1.861 0.272 IN
1.845 0.525 IN
2.291 0.797 IN
2.035 0.42 IN
1.696 0.66 IN
2.327 0.406 ITL
2.653 0.51 ITL
2.733 0.275 ITL
2.808 0.427 ITL
2.844 0.639 ITL
2.799 0.694 ITL
2.328 0.281 IN
2.347 0.27 IN
2.539 0.155 IN
1.628 0.993 IN
2.051 0.563 IN
2.458 0.107 IN
2.587 0.119 IN
2.481 0.008 IN
2.484 0.524 IN
2.532 0.065 IN
2.801 0.055 IN
2.674 0.144 IN
2.858 0.35 IN
2.422 0.821 IN
2.975 0.938 IN
2.788 1.047 IN
2.972 0.697 IN
2.759 0.502 IN
2.978 0.832 IN
2.309 0.663 IN
2.621 0.592 IN
2.263 0.841 IN
2.807 0.65 IN
2.696 0.852 IN
2.63 0.962 IN
1.565 1.001 IN
1.617 1.336 IN
2.731 0.265 IN
2.627 0.302 IN
2.786 0.172 IN
1.209 1.053 IN
1.508 0.937 IN
1.371 1.689 IN
1.401 1.045 IN
1.347 1.228 IN
1.365 0.314 IN
1.373 0.69 IN
1.217 0.27 IN
0.767 0.672 IN
1.404 0.576 IN
2.083 0.341 IN
1.034 0.916 IN
1.911 0.039 BS
1.435 0.136 BS
1.875 0.212 BS
1.661 0.273 BS
2.369 0.031 IN
1.345 0.068 IN
0.595 0.066 BS
0.546 0.073 CL
0.895 0.394 CL
0.792 0.641 IN
0.369 0.545 RIN
0.813 0.12 CL
0.059 0.629 BS
0.032 0.345 CL
0.751 0.043 CL
0.702 0.707 CL
0.735 0.969 CL
1.022 0.482 BS
0.261 1.129 CL
0.788 1.03 BS
0.734 0.059 BS
0.308 1.36 CL
0.269 1.056 CL
0.303 0.822 CL
0.982 0.589 BS
0.191 1.619 RIN
0.429 0.272 CL
0.7 0.244 RIN
0.778 0.886 CL
0.322 0.475 CL
0.577 0.622 CL
0.953 0.389 CL
1.075 0.501 IN
0.649 0.215 CL
0.057 0.868 CL
1.062 0.933 BS
0.223 0.918 CL
0.842 0.492 RIN
0.345 1.085 RIN
0.475 0.435 RIN
0.242 1.189 CL
1.109 0.348 BS
0.33 0.65 RIN
0.029 0.84 BS
0.848 0.684 RIN
1.042 0.567 BS
0.7 0.477 CL
0.259 0.696 CL
0.598 1.231 CL
0.771 0.172 CL
0.458 0.304 CL
0.554 0.693 RIN
0.782 0.427 CL
0.632 0.621 RIN
0.564 0.204 RIN
0.778 0.392 CL
0.912 0.271 BS
0.84 0.18 CL
0.224 0.694 CL
0.969 0.287 BS
1.224 0.857 BS
0.679 0.262 IN
0.329 1.222 CL
0.832 0.612 BS
1.169 0.921 BS
0.493 1.041 CL
0.094 0.132 RIN
0.949 0.254 BS
0.405 0.915 CL
0.229 1.021 CL
0.817 0.679 IN
0.25 1.024 RIN
0.722 1.478 RIN
0.085 1.478 RIN
0.314 1.108 CL
0.674 1.051 CL
1.061 0.675 IN
0.855 0.46 BS
0.468 0.103 RIN
0.469 0.095 RIN
0.731 1.175 CL
0.155 2.494 CL
0.701 0.167 RIN
0.502 0.993 RIN
0.531 0.171 CL
0.328 0.975 RIN
0.766 0.359 RIN
0.367 0.052 CL
0.485 0.009 BS
1.281 0.658 BS
0.561 0.218 CL
0.945 0.311 BS
0.767 0.372 RIN
0.317 0.84 RIN
0.997 0.97 IN
0.302 0.724 RIN
0.852 0.317 RIN
0.523 1.106 RIN
1.131 0.161 IN
0.698 0.513 CL
0.873 1.769 IN
0.781 1.625 RIN
1.151 0.805 BS
0.934 0.779 BS
0.436 0.677 RIN
0.4 0.776 RIN
0.951 0.489 BS
0.813 0.018 CL
0.258 0.969 RIN
0.493 0.335 RIN
0.734 0.074 CL
0.832 1.344 CL
1.274 0.222 BS
0.815 1.061 RIN
0.417 0.609 CL
0.499 1.783 RIN
0.148 2.09 RIN
0.494 1.724 CL
0.117 0.946 RIN
1.124 0.397 BS
0.732 1.089 CL
0.597 0.02 CL
1.106 0.602 BS
0.348 0.389 RIN
0.548 1.266 CL
0.843 1.008 RIN
0.662 0.843 RIN
0.917 0.027 BS
0.903 0.015 CL
0.805 0.718 RIN
0.634 0.763 RIN
0.262 0.51 CL
0.473 0.17 RIN
0.557 0.336 CL
0.429 0.678 RIN
0.476 0.671 RIN
1.048 1.088 IN
0.086 0.257 RIN
1.193 1.078 BS
0.926 1.448 IN
0.526 0.588 CL
0.509 0.942 CL
0.227 1.102 CL
0.834 0.122 CL
0.587 0.59 CL
0.734 0.788 CL
0.548 0.281 CL
0.559 1.97 RIN
0.674 1.203 RIN
0.724 0.637 CL
1.089 1.73 IN
1.23 1.937 IN
0.077 2.213 RIN
0.301 2.555 RIN
1.092 1.84 IN
0.545 0.576 CL
0.108 1.107 CL
0.719 0.062 CL
0.703 0.074 RIN
0.403 0.247 RIN
0.677 0.721 RIN
0.328 0.638 CL
0.937 1.084 RIN
0.856 0.291 BS
0.274 1.109 RIN
0.494 1.404 RIN
0.103 0.229 RIN
0.289 1.3 RIN
0.303 1.943 RIN
0.391 1.354 IN
0.748 0.976 RIN
0.73 1.169 RIN
0.608 0.18 IN
0.82 1.149 IN
0.498 1.601 RIN
0.941 0.65 IN
0.22 0.754 CL
0.82 0.276 BS
0.139 0.999 CL
0.299 0.236 RIN
0.772 0.483 CL
0.651 0.868 RIN
0.958 0.248 IN
0.669 0.629 CL
0.749 0.41 RIN
0.713 0.94 RIN
0.826 0.283 IN
0.228 0.564 CL
0.738 0.418 BS
0.434 2.58 RIN
0.579 1.476 RIN
0.761 0.628 BS
0.505 0.853 RIN
0.303 0.656 CL
0.287 1.854 RIN
0.773 1.794 RIN
1.105 0.248 BS
0.638 0.19 CL
0.119 1.206 CL
0.63 0.925 RIN
0.609 0.757 RIN
0.732 0.415 RIN
0.15 0.453 CL
0.577 1.011 RIN
0.758 0.675 RIN
1.081 0.341 BS
0.091 0.103 CL
0.273 0.36 CL
0.322 1.239 RIN
0.533 0.863 BS
0.764 0.655 RIN
0.929 0.507 IN
0.187 0.523 CL
1.024 0.242 BS
0.447 0.309 CL
0.551 0.805 RIN
0.275 1.691 CL
0.641 0.522 CL
0.895 0.401 BS
0.597 0.096 RIN
0.615 0.297 RIN
0.336 0.049 RIN
0.639 0.76 RIN
0.127 1.011 CL
0.78 0.284 RIN
0.084 1.224 CL
0 0 CL
1.036 0.419 IN
0.893 0.178 BS
0.857 0.375 IN
1.455 0.232 BS
1.341 0.118 BS
1.342 0.238 BS
1.307 0.08 BS
1.365 0.362 BS
1.043 0.224 BS
1.236 0.242 BS
1.644 0.235 BS
0.928 1.19 IN
1.016 0.081 BS
1.049 0.058 BS
0.937 0.771 IN
0.929 1.056 BS
0.803 1.326 IN
1.019 1.152 IN
1.035 0.887 IN
1.008 1.213 IN
1.468 0.684 IN
0.797 1.42 IN
1.005 0.781 BS
0.933 0.687 BS
1.651 0.191 BS
1.269 0.229 BS
0.426 0.13 ITL
1.642 0.535 IN
1.543 0.431 IN
1.378 0.728 BS
1.378 0.054 BS
1.281 0.787 BS
1.287 1.13 IN
1.404 0.106 BS
1.351 0.549 IN
0.597 1.393 BS
0.987 0.526 BS
0.923 0.682 BS
1.003 1.198 BS
0.63 0.956 BS
0.82 2.8 ITL
0.511 2.967 ITL
1.93 2.629 ITL
2.672 1.74 ITL
2.58 1.747 ITL
2.928 2.234 ITL
2.28 2.102 ITL
1.683 2.877 ITL
2.564 2.976 ITL
0.821 2.917 ITL
0.835 2.783 ITL
2.555 2.853 ITL
2.535 2.763 ITL
1.408 2.913 ITL
1.528 0.298 IN
2.566 0.227 ITL
1.727 0.756 IN
2.241 0.605 IN
2.127 0.502 IN
2.046 1.038 ITL
0.806 0.715 ITL
0.555 0.158 IN
0.917 0.837 IN
2.619 0.619 IN
2.417 0.496 IN
1.661 0.555 ITL
2.18 0.153 ITL
2.744 0.025 IN
2.88 0.337 IN
1.1 0.021 ITL
0.942 0.492 IN
2.297 1.227 ITL
2.085 0.147 IN
0.968 0.523 ITL
2.033 0.172 IN
2.635 0.061 IN
2.217 0.375 IN
1.952 0.843 ITL
0.307 0.212 IN
2.386 0.188 IN
2.932 0.114 ITL
2.734 0.017 IN
2.254 0.524 IN
1.28 0.249 IN
2.649 0.408 ITL
1.753 0.189 IN
2.994 0.27 IN
2.752 0.022 IN
2.142 0.063 ITL
2.692 0.807 IN
2.682 1.493 ITL
1.14 0.634 IN
1.383 0.224 IN
2.84 0.21 ITL
1.358 0.431 IN
2.357 0.259 ITL
2.219 0.055 IN
1.95 0.059 IN
2.5 0.264 IN
1.354 1.072 ITL
2.246 0.102 IN
2.193 0.51 ITL
1.727 0.676 IN
2.703 0.14 IN
2.87 0.17 ITL
2.648 0.256 IN
2.635 0.886 ITL
2.874 0.25 IN
2.76 0.225 IN
1.931 0.112 IN
2.014 0.141 ITL
2.599 0.473 IN
2.749 0.25 IN
2.51 0.478 IN
2.695 0.117 IN
0.604 0.833 IN
1.471 0.08 ITL
1.667 0.743 ITL
2.847 0.178 ITL
1.618 0.489 IN
2.966 0.262 IN
2.978 1.576 ITL
1.527 0.784 IN
1.993 0.406 ITL
2.675 0.513 ITL
2.194 0.328 IN
0.661 0.398 IN
2.565 1.604 ITL
0.888 0.295 IN
1.145 0.254 IN
1.911 0.149 IN
2.17 0.011 IN
2.225 0.304 ITL
2.593 0.453 ITL
1.804 0.572 IN
1.404 0.829 IN
1.461 0.893 IN
1.181 0.362 IN
2.882 0.123 IN
2.368 0.337 IN
0.763 0.172 IN
0.923 0.109 IN
0.827 0.061 IN
2.731 0.19 IN
1.38 0.464 IN
2.836 0.153 IN
0.742 0.67 IN
0.693 0.733 IN
1.813 0.066 ITL
1.787 0.38 ITL
1.76 0.308 ITL
2.808 0.05 IN
2.757 0.132 IN
1.228 0.568 IN
2.45 0.112 IN
2.711 0.165 IN
1.912 0.349 IN
1.91 0.232 IN
2.139 0.202 IN
2.276 0.128 IN
2.817 0.573 ITL
1.741 0.266 IN
1.837 0.233 IN
1.912 0.226 IN
2.143 0.102 IN
2.211 0.328 ITL
2.754 1.016 ITL
2.472 0.861 ITL
2.915 0.17 IN
0.8 0.827 IN
2.984 0.47 ITL
1.095 0.533 IN
0.944 0.545 IN
1.381 0.849 IN
2.549 0.799 ITL
2.016 0.126 IN
1.879 0.131 IN
1.989 0.308 IN
2.039 0.25 IN
2.083 0.105 IN
2.305 0.271 IN
1.234 0.413 ITL
1.227 0.299 ITL
1.716 0.102 ITL
1.576 0.251 ITL
1.59 0.244 ITL
1.677 0.069 ITL
1.606 0.154 ITL
1.269 0.158 IN
0.913 0.254 IN
1.23 0.223 IN
1.261 0.334 IN
1.287 0.301 IN
1.752 0.796 IN
1.842 0.749 IN
2.707 0.408 ITL
2.927 0.156 ITL
2.891 0.305 ITL
2.167 0.421 ITL
2.852 0.221 ITL
2.551 0.24 ITL
2.725 0.28 ITL
2.582 0.407 ITL
2.784 0.141 ITL
1.114 1.14 IN
2.879 0.745 IN
2.524 0.694 IN
2.103 0.074 IN
1.682 1.034 IN
1.504 0.446 IN
2.066 0.778 IN
2.242 0.668 IN
2.068 0.391 IN
2.231 0.61 IN
1.848 0.938 IN
1.471 0.634 IN
2.057 0.387 IN
2.12 0.58 IN
2.186 0.714 IN
1.73 0.296 IN
1.964 0.339 IN
1.986 0.443 IN
1.085 1.035 IN
2.128 0.064 IN
1.392 0.347 IN
2.08 0.348 IN
1.278 0.043 IN
1.628 0.385 IN
2.143 0.52 IN
2.031 0.429 IN
1.639 0.246 IN
1.89 0.136 IN
1.327 0.078 IN
1.952 0.038 IN
1.823 0.783 IN
2.112 0.203 IN
0.309 0.986 IN
0.672 0.977 IN
0.854 0.943 IN
2.374 1.029 IN
2.216 0.907 IN
1.524 1.172 IN
2.213 0.042 IN
0.702 1.153 IN
0.1 1.237 IN
0.121 1.174 IN
0.434 1.049 IN
0.45 1.02 IN
0.746 1.082 IN
1.616 0.219 IN
1.299 1.191 IN
1.469 1.258 IN
1.658 1.23 IN
1.625 1.197 IN
2.169 0.361 IN
2.356 0.198 IN
1.724 0.369 IN
0.598 1.25 IN
0.925 1.005 IN
0.428 1.282 IN
1.032 1.324 IN
0.603 1.329 IN
0.822 1.156 IN
0.868 1.208 IN
1.157 1.074 IN
1.314 0.811 IN
2.312 0.675 IN
2.221 0.71 IN
2.331 0.761 IN
2.298 0.505 IN
2.157 0.418 IN
2.084 0.619 IN
2.324 0.494 IN
2.161 0.495 IN
1.806 0.915 IN
1.163 0.726 IN
1.881 0.912 IN
0.797 1.379 IN
1.145 0.752 IN
1.066 0.795 IN
1.14 0.765 IN
0.754 0.606 IN
1.031 0.408 IN
1.689 0.007 IN
2.402 0.102 IN
2.982 0.571 IN
1.58 0.705 BS
2.008 0.224 BS
1.417 0.039 BS
2.141 0.372 BS
2.393 0.383 IN
2.244 0.357 BS
2.065 0.403 BS
2.363 0.128 IN
0.514 0.46 BS
1.933 0.021 BS
0.857 0.449 BS
1.875 0.067 BS
1.184 0.53 BS
1.515 0.392 BS
1.445 0.176 BS
1.655 0.142 BS
1.887 0.201 BS
1.272 0.359 BS
2.196 0.413 BS
0.93 0.716 BS
0.664 1.196 IN
0.859 1.051 IN
0.805 1.168 IN
1.064 0.973 IN
1.384 0.259 BS
1.083 0.318 BS
1.013 0.373 BS
1.505 0.136 BS
1.454 0.119 BS
1.045 0.097 BS
1.435 0.572 BS
1.441 0.239 BS
1.633 0.453 BS
1.469 0.068 BS
1.323 0.462 BS
0.968 0.248 BS
1.579 0.433 BS
1.61 0.19 BS
1.449 0.021 BS
1.952 0.14 BS
1.78 0.274 BS
2.106 0.132 BS
1.97 0.361 BS
